Green Spiky Sea Cucumber,Invertebrate,Expert,6,Distinctive rectangular body with rows of blunt papillae along the margins~Colour uniformly dark green~Found in shallow sand and reef areas~Some commercial value for the Beche-de-mer trade
Acropora Digitate - ACD,Benthic,Expert,6,"The most common coral genus in the Western Indian Ocean. ~Acropora can be easily identified by the distinctive protruding, cup-like corallites and ''axial'' growing points.~Short, finger-like, branches extending from a central base."
Coral Branching - CB,Benthic,Expert,6,Does not have the cup-like axial polyps associated with branching Acropora colonies.~From the base the stem branches off into secondary stems.
Fleshy Macroalgae - AFM,Benthic,Expert,6,Photosynthetic marine plant.~Weedy/fleshy algae.~Very structured. Visible leaves.
Cornetfish,FishFamily,NA,6,Very elongated fish~Extended snout and a whip like tail filament~Can change patterns for disguise~Similar to trumpet fish but do not have a tail fin
Lizardfish,FishFamily,NA,6,"Synodontidae: Voracious, lie in wait predators~Pointed snouts and cylindrical elongated bodies~Mean looking jaws, full of teeth~High first dorsal and tiny second dorsal~Camouflaged - ambush predator~Species ID difficult - similar markings"
Fungia,Coral,NA,6,"Usually solitary and free living individuals, except for juveniles which develop on a stalk.~Usually circular and dome shaped to varying degrees, ranging between 15 and 30cm.~Have central mouths with septa radiating outward, and costa which radiate outwards from the centre of the underside.~Short, widely spaced tentacles may be extended during the day."
Halophila Ovalis - HO,Seagrass,NA,6,Small oval to elliptical leaves in pairs; 1-4 cm length and 0.5-2.0 cm widthSmall oval to elliptical leaves in pairs; 1-4 cm length and 0.5-2.0 cm width~Pairs of leaves distributed on petioles along rhizome~Rhizomes pale cream up to 2 mm wide~Cross veins (>10) arising from an obvious mid-vein~One root at each node
Meyer's Butterflyfish,Fish,Indicator,7,"Can grow to 18cm~Can be found down to 2-25m~Feeds exclusively on coral polyps~Black, white and yellow~Typically travel alone, or in pairs~Juveniles usually among branching corals"
Thumbprint Emperor,Fish,Indicator,7,"Can grow to 50cm~Can be found down to 20m~Target species for the artisanal fishery~Black ‘splodge’ on its side – looks like a thumbprint. May be pale and indistinct~Forked tail~One continuous dorsal fin~Found mainly on seagrass beds, and sandy shallow rubble areas~Solitary or in small groups"
Checkerboard Wrasse,Fish,Expert,7,Black margins on scales creates chequerboard pattern~Sand patches of clear lagoon and seaward reefs 1-30+m~Feed on small invertebrates~Sleep buried in sand
Slingjaw Wrasse,Fish,Expert,7,"Deep fish~Unique protractible jaw forms tube half length of body~Males yellow to brown, females with white head~Lagoon and seaward reefs in coral rich areas 1-42m~Tubular mouth used to catch small coral-dwelling crustaceans and fish"
Long Spine Urchin,Invertebrate,Indicator,7,"Primary spines usually long, cylindrical, hollow and easily broken"
Cushion Seastar,Invertebrate,Expert,7,"Unmistakable inflated, cushion-like, pentagonal body~Feeds on small coral colonies and detritus~Found in seagrass beds or shallow reef areas in the lower eulittoral"
Cuttlefish,Invertebrate,Expert,7,"Head with ten tentacles or arms, 2 of which are longer than the rest and have suckers only on the spoon-shaped ends for catching prey~Found in shallow reefs"
Long Sticky Sea Cucumber,Invertebrate,Expert,7,"Very long, snake-like, soft body with thin, grainy skin~Colour white or cream with conspicuous pattern of black and grey blotches~Mouth surrounded by 15-26 long, pinnate tentacles for gathering sand particles~Found in shallow sand and seagrass beds"
Pineapple Sea Cucumber,Invertebrate,Expert,7,"Colour dark reddish-brown~Long, firm loaf-shaped body covered in soft, irregular papillae giving a shaggy appearance~Found in shallow reefs and rubble~Highly valuable Beche-de-mer species"
Barracuda,FishFamily,NA,7,"Long elongated bodies~Long jaws, teeth~2 widely spaced dorsal fins~Solitary or schooling~Tend to hunt below the surface"
Coral breams & Spinecheek,FishFamily,NA,7,Nemipteridae: Monocle Breams and Spinecheeks ~Tapered bodies with sloping heads~Inhabit sandy bottoms/ rubble slopes ~Small terminal mouths / continuous dorsal fin~Solitary~Opportunistic bottom feeders
Hawkfish,FishFamily,NA,7,"Cirrhitidae: Small, stout bodied bottom dwellers~Without swim bladders~Territorial (establish territories with branches)~Perch in exposed position (observing activity around)~If approached will dart for cover~Series of cirri on their dorsal spines"
Pufferfish,FishFamily,NA,7,Tetraodontidae~Oval shaped - tough scaleless skin - greatly expand when agitate~'Puff' - draws water in ~Deadly poison in the tissues~Usually solitary~Includes Tobies (smaller puffers/swim in pairs)
Shrimpfish,FishFamily,NA,7,"Centriscidae: Extremely laterally compressed fish, transparent ~Swim upright / heads down in pairs / small groups~Dorsal fin length of body - hinge allowing the rear half to angle in different directions for turning"
Snapper,FishFamily,NA,7,Lutjanidae: Tapered bodies with sloping heads~Shallow notched tails with slightly superior mouths ~Nocturnal carnivorous predators (fish)~Fisheries Target~Schools - just above reef~Yellow colouring common
Seriatopora,Coral,NA,7,"Colonies are compact bushes with thin, anastomosing branches.~Most species common here have branches that taper to a point. ~Corallites are immersed and arranged in neat rows along the branches. ~Like Pocillopora, the septa seem to form a slightly darker ring around the corallite."
Symphyllia,Coral,NA,7,Colonies are massive and either dome-shaped or flat topped.~Corallites are meandroid.~Polyp walls usually have a groove along the top.~No paliform lobes.~Walls and valleys are usually different colours.
Turbinaria,Coral,NA,7,Submassive or laminar.~Tentacles mainly only extended at night.~Corallites are small and round and vary greatly from only slightly exsert to tubular.~Septa short and neat.~Coenosteum seems smooth and is often darker than the corallites.
Thalassodendron Cilliatum - TC,Seagrass,NA,7,"Leaf blade up to 15 cm long, 6-13 mm wide, with serrated margins~3-10 leaves per shoot, clustered at the top of a long stem (up to 60 cm) ~Leaf sheath 15-30 mm long, leaving visible scars on the stem~''Woody'' rhizomes cream-coloured with internodes 1.5-3cm long, and with roots and stems arising at every fourth internode."
Bluebarred Parrotfish,Fish,Indicator,8,"Can grow to 75cm~Can be found down to 30m~Often near sandy areas in silty environments~Usually solitary, but juveniles in groups"
Chevron Butterflyfish,Fish,Indicator,8,Can grow to 18cm~Shallow lagoon and semi-protected seaward reefs to 30m~Associated with tabular and branching Acropora corals : feed exclusively on their polyps and mucus~Solitary or paired and highly territorial
Convict Surgeonfish,Fish,Indicator,8,"Can grow to 26cm~Can be found from 0-90m~Ovate to elongate, compressed body~Continuous dorsal & anal fins~Small pointed mouth~Retractable blades located on the caudal peduncle~Often found in areas of hard substratum~Feeds on filamentous algae"
Two-tone Chromis,Fish,Expert,8,Ovoid body~Dark head and body~White tail~Lagoon and seaward reefs to 36m~Abundant in large aggregation over reef tops and upper edges of reefs
Burnt Sausage,Invertebrate,Indicator,8,Distinctive colouration with dark grey on dorsal surface and pink ventrally
Triton Snail,Invertebrate,Indicator,8,"The triton trumpet shell, Charonia tritonis, is one of the few known predators of the Crown of Thorns starfish~This mollusc has been overfished worldwide for the curio trade~It is believed that triton shells aggregate near to reefs with Crown of Thorns outbreaks"
Filefish,FishFamily,NA,8,"Monacanthidae: Kite shape, thinner body than trigger~2 dorsal fins: 1st is elongated spine - resembles a wood-workers file~File cannot be locked into place like the triggerfish, single spine~Change colour for camouflage~Very shy - usually difficult to spot"
Needlefish,FishFamily,NA,8,Belonidae: Elongated extremely slender fish~Jaw filled with needle-like teeth~Forked tail~Elongated mouth & pointed nose~Solitary or in groups
Rabbitfish,FishFamily,NA,8,"Siganidae: Oval body, small terminal mouth~Venomous dorsal, anal and ventral spines~Herbivorous fish which eat seagrasses and algae ~Very shy, usually in loose aggregations~Fisheries target"
Triggerfish,FishFamily,NA,8,Balistidae: Large laterally compressed bodies (diamond)~2 dorsal fins: 1st can be held erect and locked in place (trigger)~3 dorsal spines on trigger~Aggressively guard nests~Titan/Moustache - aggressive nature~Undulating motion of second dorsal and anal fin 
Goniopora,Coral,NA,8,"Usually encrusting to massive here, but can be branching or submassive.~Corallites range in size from 2mm - 10mm and polygonal, but are usually obscured by extended, long fleshy polyps and tentacles.~Polyps have 24 tentacles which are extended day and night.~Extendable pharynx and well developed oral cones.~The polyps are long and tubular an retract rapidly when disturbed."
Lobophyllia,Coral,NA,8,"Massive to encrusting, with corallites phaceloid to flabello-meandroid.~Large corallites and valleys.~Large septa with long septal teeth and thick fleshy mantle.~Polyps and tentacles are only extended at night."
Redfin Butterflyfish,Fish,Indicator,9,"Can grow to 15cm~Can be found down 20m~Feeds exclusively on coral polyps~Disk shape body with continuous dorsal & anal fin~Black, white and yellow~Typically travel alone, or in pairs"
Bigeye Emperor,Fish,Expert,9,Continuous Dorsal~Emarginated to forked tail~Thickened lips ~Juveniles have distinctive black bands & one streak over eye ~1 to 100m~Nocturnal feeder of hard shelled invertebrates ~Juveniles solitary~Adults form aggregations
Bean Turd,Invertebrate,Indicator,9,"Firm, loaf-shaped body~Colour variable, usually uniformly pale cream or grey"
Teat Fish,Invertebrate,Indicator,9,Colour black with scattered golden patches~Surface sometimes covered with sand~One of the most valuable species for the Beche-de-mer industry
Jack-O-Lantern Clam,Invertebrate,Expert,9,"Conspicuous thick, heavy shell with broad zigzag aperture~Colour variable, dark brown to black at margin, paler inside~Found on rock or coral in the shallow sublittoral"
Linkia spp,Invertebrate,Expert,9,"Large, smooth-armed starfish with long, cylindrical arms~Found on coral rubble or among seagrasses in shallow lagoons and reef areas"
Anthias,FishFamily,NA,9,Small colourful sub-family ~Large aggregations on outer reef slopes/ledges~Brightly coloured plankton pickers~Elongate bodies~<10 cm length
Bat & Spadefish,FishFamily,NA,9,"Ephippidae: Round, laterally compressed, enlarged dorsal and anal fins~Spade shape (pack of cards)~Juveniles mimic floating dead leaves~Initial phase: XL, extended dorsal/anal fins (adults reduce in size)~Swim in schools~Inquisitive / curious with divers"
Soldierfish,FishFamily,NA,9,Holocentridae: Nocturnal Feeders~Red colour / large eyes~Hide under ledges by day~Feed on large zooplankton~Blunter snouts than squirrelfish and no gill operculum spine
Sole,FishFamily,NA,9,Soleidae: Eyes on upper side of body (migration of eyes through age)~Continuous dorsal/anal fins - join the caudal fin~Camouflaged ~Sandy areas
Astreopora,Coral,NA,9,"Plocoid corallites, can be massive, encrusting, or laminar (the laminar form is rare here).~Small corallites can be immerserd or conical~Corallites are evenly distributed. ~Coenosteum is coarse/ granular, and the septa are evenly spaced."
Gardineroseris,Coral,NA,9,"Colonies are massive to encrusting, sometimes laminar margins.~There is only one species, Gardineroseris planulata.~Acute, geometric walls with fine, even septo-costae.~Corallites are shallow and rounded.~Can be confused with certain Goniastrea, but Gardineroseris has far finer septa, also, watch for the laminar edge (the edge is slightly lifted)."
Leptoria,Coral,NA,9,"Range from encrusting to submassive, with long, sinuous, meandroid valleys.~Colonies have very uniform valleys of often astounding length and sinuous complexity.~Septa are neat and evenly sized.~No paliform lobes.~The tentacles are only extended at night."
Pachyseris,Coral,NA,9,"Colonies are laminar to frond-like branching.~Corallite centres not easily noticeable.~Walls form long valleys of concentric ridges, parallel to the edge of the colony.~Septo-costae are fine and even; are visible running up and down the walls."
Plerogyra,Coral,NA,9,"Colonies are encrusting to massive.~Only one species is found here (P. sinuosa). ~The flabello-meandroid structure is hard to distinguish as they are usually covered with the large grape-like vesicles distinctive to this genus. ~Vesicles inflated with water when tentacles are retracted during the day~The vesicles (which contain nematocysts) will retract slowly if it is disturbed to reveal large, solid septa."
Stylophora,Coral,NA,9,Submassive to branching.~Branches are short with blunt ends. ~Branches are covered with fine spicules that can give them a fuzzy appearance. ~Part of the corallite extends slightly on some species giving it a hooded appearance.
Bull-mouth Helmet,Invertebrate,Indicator,10,"Solid, heavy shell up to 17cm with a narrow aperture~Dorsally reddish with 3 or 4 broad spiral bands bearing rounded nodules~Thick outer lip light orange with strong, lighter teeth, and columella orange with white ridges~An important predator of sea urchins~Collected for the curio trade"
Edible Sea Urchin,Invertebrate,Indicator,10,"Spine colour variable, often white but also brown, reddish and grey~Ten dark blue or black bands of tiny pedicellariae radiate between the anal and mouth areas~Known for its edible roe which is eaten in Madagascar"
Rock Boring Urchin,Invertebrate,Indicator,10,"Feeds on coralline and other algae on limestone rocks~Has short, strong tapering spines~Bio-eroder of limestone rock and coral, with population outbreaks possibly due to removal of fish predators caused by fishing"
Rubble - RB,Benthic,Indicator,10,"As rubble is unattached to the reef, wave action will make it tumble around, which may knock off any new corals that have settled.~When rubble has been ''cemented'' together by coralline algae, we call it rock as it is no longer unstable - this can cause confusion among surveyors.~If it is loose or free to roll around it is rubble. If it is no longer loose and is cemented together it is rock."
Coral Encrusting - CE,Benthic,Expert,10,Thin colonies that adhere closely to and are attached to the underlying substrate.
Coral Massive - CMA,Benthic,Expert,10,Solid boulders of coral that are typically spherical in shape i.e. approximately the same dimensions in all directions.
Soft Coral - SC,Benthic,Expert,10,Soft corals do not build reefs as their skeleton is made from soft tissues that is supported internally like re-enforced concrete by a matrix of calcareous elements.~Waft the water column and the structure will move (flexible skeleton).~Regular corallites visible ; occasionally with polyps extended during the day (tentacles in multiples of 8).
Butterflyfish,FishFamily,NA,10,"Chaetondonitae: Round, laterally compressed, relatively small bodies~Pairs / groups of 2 (mate for life)~Diet: Tiny worms, coral polyps, other invertebrates~Black, white, yellow~Bars across eyes / ocellus spots"
Remora,FishFamily,NA,10,"Echeneidae: Elongated fish - suction cup on the head~Attaches to underside of megafauna (whales, sharks, turtles, rays or large fish)~Hitch a ride/scavenge on remains of the hosts food~Attempts to attach to divers (if they attach just push forward)"
Sandperch,FishFamily,NA,10,"Pinguipedidae: Lie in wait predators, perch on their pectoral fins~Similar to lizardfish but less camouflaged~Eyes can move independently from each other~Found on sand and rubble bottoms near the edge of reefs"
Brushtail Tang,Fish,Expert,11,"Juvenile to right, adults darker green~Elongate dorsal and ventral fins~Bright white keel~Size: 20cm~On coral rich areas of lagoon and seaward reefs – 1-60m depth~Herbivores – mainly plants and detritus"
Skunk Anemonefish,Fish,Expert,11,Elongate anemone fish (11cm)~Solid orange body~White dorsal stripe~Found up to 25m~Inhabits anemones
Crown of Thorns,Invertebrate,Indicator,11,Feed by emptying their stomach and digestive juices onto the coral then absorbing the digestive material~Crown of Thorns damage can be recognised by dead patches (scars) on the coral colony~Characterised by a covering of sharp spines which contain venom that can cause a painful reaction in humans
Painted Spiny Lobster,Invertebrate,Indicator,11,"Nocturnal scavengers, will hide in cracks during the day~Easily confused with Banded Spiny Lobster which has horizontal banding on the legs"
Cowrie,Invertebrate,Expert,11,"Distinctive rounded to oval, flat-based shells with shining surfaces~Cowries hide among corals during the day, and hunt at night on the bottom (sponges and benthic organisms)~Normally the conch and its porcelain surface are covered by its extended mantle"
Silt - SI,Benthic,Indicator,11,"Silt is sediment that remains in suspension if disturbed. Often, silt is present on top of other indicators such as rock. In these instances, silt is recorded if the silt layer is thicker than 1mm or covers the underlying substratum such that you cannot observe the colour.~If the colour of the underlying substrate can be discerned, then the code recorded will be that of the underlying substrate NOT silt."
Other (Tubastrea) - OTU,Benthic,Expert,11,Tubastrea is a type of hard coral however it is not hermatipic as it does not have the mutualistic relationship with zooxanthellae.~Tubastrea can grow at depth as it does not require light.
Crocodilefish & Flathead,FishFamily,NA,11,Platycephalidae: Close relatives of scorpionfish~Dorsally compressed bodies~2 dorsal fins / flattened heads~Resemble small crocodiles waiting on sand~Eyes curtain with tassels - expand/contract (sunlight/disguise)
Dartfish,FishFamily,NA,11,Ptereleotrinae: elongated goby-like bodies
Jack & Trevally,FishFamily,NA,11,Carangidae: Large silver~Strong open water swimmers - large schools~Torpedo shaped bodies~Forked tails
Mojarra,FishFamily,NA,11,Oblong silver bodies ~Young often have dusky markings ~Solitary or in loose aggregations~Very obvious scales and defined lateral lines~Obvious indent just below mouth~Inhabit sandy areas near reefs
Porcupinefish,FishFamily,NA,11,Diodontidae: Similar to puffers (ability to expand)~Unlike puffers - skin covered with short spines like porcupine spines~Spines erect but lay flat on species in the Diodon genus~Plated mouth for crushing shells / gastropods~Usually very shy
Squirrelfish,FishFamily,NA,11,"Holocentridae: Nocturnal Feeders~Red colour / large eyes~Hide under ledges by day~Feed on large crabs, shrimps, small fishes~Spine on the gill operculum which is venomous in a few species~Large upright second dorsal (like a squirrels tail)"
Echinophyllia,Coral,NA,11,Encrusting or branching.~Corallites are immersed or tubular and tend to incline towards the colony margins.~Round or oval calice.~Coenosteum is pitted.
Moorish Idol,Fish,Indicator,12,"Opportunistic feeders that particularly love sponges~Sponges are an indicator of nutrient loaded waters~Also feed on coral polyps and tunicates~Easily confused with butterflyfish, but are actually in an entirely separate family!~Derive their name from the Moors who believe the fish to be a bringer of happiness"
Big Red Octopus,Invertebrate,Indicator,12,"Two more or less prominent ringed dark blotches in front of the eyes on the umbrella-like skin that connects the eight arms~By day they hide in a permanent home (a crevice in the reef), the entrance of which is marked by empty mollusc and crab shells, leftovers of meals~Highly fished for food in Bay of Ranobe"
Rock - RC,Benthic,Indicator,12,"Coral that has been dead for over a year is classified as rock.~Rubble that has been ''cemented'' together by coralline algae is also counted in this category.~It is still classified as rock if it is covered in turf algae, less than a few centimeters long or if it is covered in coralline algae.~Any type of clams shell is also included."
Coral Foliacious - CF,Benthic,Expert,12,Coral sheets that grow from a central point in a cabbage/ rose formation.
Emperor,FishFamily,NA,12,Lethrinidae: Tapered bodies with sloping heads~Higher set eyes (compared to snappers)~Inhabit reef fringe~Diet: sand dwelling inverts~Dull colours~Switch dark patches on/off
Fusilier,FishFamily,NA,12,Caesio: Torpedo shaped bodies (Christian fish symbol)~Small terminal mouths with protrusible upper jaws~Deeply forked tails~Large schools above reefs (>1 spp.)
Goatfish,FishFamily,NA,12,Mullidae: Goatfish have long slender tapered bodies~2 barbels - chemo-receptors / mechano-receptors~Barbels sometimes tucked away~Kick up sand clouds / alter markings~Groups of various species~Patterns change or turn on / off
Grouper,FishFamily,NA,12,"Epinephelinae: Ambush predator~Strong stout bodies~Upturned mouths, teeth~Sit on rocks at cleaning stations~Grow large - up to 2m~Shy"
Parrotfish,FishFamily,NA,12,Scaridae: Large heavy bodied fish~Swim with pectoral fins~Teeth fused - beak like mouth (Excavators)~Change sex: smaller/less colourful & brightly coloured male
Pipefish & Sea horse,FishFamily,NA,12,"Syngnathinae: Small slender, elongated fish~Body- encircling bony segments~Elongated snouts / single bony dorsal fin~Seahorses: heads angle down from the main body axis and have curled tails used to cling  ~Pipefish: straight bodies with small rounded tails~Males carry eggs - babies swim out once hatched"
Ray,FishFamily,NA,12,"Stingrays, guitar fish, eagle rays, manta rays, skates, and cownose rays~Enlarged pectoral fins, and dorso-ventrally compressed bodies ~Long pointed tails ~Some hide on/in the sand well camouflaged~Others are pelagic open water swimmers and filter feeders like mantas and devil rays"
Slipper lobster,FishFamily,NA,12,Greyish-brown in colour~Numerous white-tipped spines along edge of carapace and antennae~Found in reef areas and deeper sites
Soapfish,FishFamily,NA,12,"Large mouth with protruding lower jaw.~Varied coloration, but there is usually a brown stripe from the mouth to the front of the dorsal fin.~Dorsal fin can have 2 - 4 spines."
Sweetlips,FishFamily,NA,12,Haemulidae: Closely related to snappers BUT undulating dorsal fin~Small but prominent pouted thick lips~Grunts - rubs flat teeth together~Nocturnal predators of crustaceans~Alone or small groups~Distinct juvenile phases / swimming patterns
Galaxea,Coral,NA,12,"Massive, submassive (dome, cushion shamed) laminar, or encrusting.~Each corallite is composed of spiny, exsert septa that give an prickly aspect to the colonies.~Granulated coensteoum.~Corallites are cylindrical (phaceloid)."
Leptastrea,Coral,NA,12,"Thick encrusting plates to massive.~Corallites are small, 2mm - 5mm and are cerioid to sub-plocoid.~Corallites are very closely packed, and in some species may protrude unevenly.~Costae are very poorly developed (or non-existent) and as such the outside of the corallite, and the coenosteum if it is visible, often appears smooth.~Septa project strongly inwards and paliform lobes are rarely visible.~The surface of the corallites is usually pale and whitish, giving them an eroded appearance."
Montipora,Coral,NA,12,"Submassive, laminar, (often foliose in character) encrusting, or branching. ~Smallest corallites of any genus. ~Corallite walls and coenosteum are very elaborate seeming like waxy droplets."
Bluestreak Cleaner Wrasse,Fish,Indicator,13,"Can grow to 11cm~Found on nearly all coral reef habitats from inner lagoons, reef flats to seaward reefs as deep as 40m~Have terminal mouths, thick lips, and a single, continuous dorsal fin~Feed on external parasites, disease, damaged tissue of reef fish"
Three-spot Dascyllus,Fish,Expert,13,Disc shaped body~Juveniles are black with three spots ~Adults  have two spots and may appear whitish~Lagoon and seaward reefs to 55m~Juveniles share large anemones with Amphiprion spp.~Adults aggregate around coral heads or rocks
Banded Cleaner Shrimp,Invertebrate,Indicator,13,Distinctive red and white banding~Often seeen in pairs at cleaning stations
Drupella,Invertebrate,Indicator,13,"Drupella snails feed on live coral - frequently branching Acropora sp. and Pocillopora sp. corals.~The snail''s shell is often coated with coralline algae and therefore appears to have a matt, purple finish.~Drupella have a tongue that has little teeth on it to form a sandpaper-like surface, called a radula~During feeding they scrape away the tissue from the limestone skeleton with their radula, and the scars left behind from Drupella are therefore ragged or messy with bits of tissue hanging off"
Hard Coral (Bleached) - HCB,Benthic,Indicator,13,Bleached coral is white in colour.~Corallites are still visible.~Do not mistake the white growing tips for bleached coral.~No green-tinge of algae.
Coral Mushroom - CMU,Benthic,Expert,13,Free living (unattached) coral.~Single polyp rather than colonial.
Other (Anemone) - OA,Benthic,Expert,13,"The crown of an anemone is covered in tentacles. The base, pedal disc, is usually attached to a hard substrate which is sometimes buried beneath the sand.~Anemones are related to coral. They frequently have anemone fish living in them."
Frogfish,FishFamily,NA,13,"Anthennariidae: Globular irregular shapes~Large, extremely superior mouth (to engulf prey)~Pectoral and ventral fins are webbed~Hand like appendages ~First dorsal fin is stalk like (tipped with  lure which is wriggled to attract prey)~Camouflage (look like a sponge or algae)~Strongest jaws in the marine kingdom"
Scorpionfish,FishFamily,NA,13,"Scorpaenidae: Venomous spines (not as deadly as stonefish)~Similar body shape (less superior mouths/smaller)~Cirri and many extensions, tassels and attachments for disguise"
Tuna & Mackerel,FishFamily,NA,13,"Scombridae: Streamlined spindle shaped bodies~2 dorsal fins, forked tails, finlets, scutes~Pelagic fast open water swimmers~Worldwide fisheries target ~Voracious predators of squids/fish"
Wrasse,FishFamily,NA,13,"Labridae: Diverse group (size /form)~Elongated, smaller and less broad than parrotfish~Swim with pectoral fins and compress caudal fin~Large noticeable scales~Often very colourful and can change sex~Always on the move, very busy fish"
Coscinaraea,Coral,NA,13,Colonies are encrusting to laminar or massive and are rarely larger than 30 cm in diameter. Calices are 2 to 7 mm in diameter.~Corallites are ceroid or meandroid in short valleys.~Septa have serrated to heavily granulated margins and clearly visible. Large numbers of septa meet at the calice.~Walls may be flattened on top.
Montastrea,Coral,NA,13,"Thick encrusting to flat or dome shaped massive structures.~Corallites range from 3mm - 15mm and are very clearly plocoid.~Septa are very neatly arranged and long and short alternate in a distinctive pattern in most species.~Corallite walls are very clearly defined.~Small paliform lobes are usually visible.~Septa are minutely toothed, often giving them a serrated edge visible on close inspection underwater.~New corallites are usually formed by extratentacular budding, although some species display both forms of budding."
Oulophyllia,Coral,NA,13,"Colonies are massive with meandroid valleys or sub-meandroid.~Colonies have broad, short, V-shaped valleys (up to 20mm from mid-wall to mid-wall).~Septa have a slightly toothed appearance (may appear ''bumpy'' underwater).~The tops of the walls tend to be sharp.~May have paliform lobes."
Pocillopora,Coral,NA,13,"Submassive to branching. Morphology is highly variable due to exposure of wave action. Ranging from fine, widely spaced branches to small compact clumps. The latter is more prominent here.~Corallites immersed.~Wart-like structures (verrucae).~The neatly arranged septa form a darker or different colored ring around the corallites."
Blackspotted Sweetlips,Fish,Indicator,14,"Can grow to 45cm~Feeds nocturnally on benthic invertebrate~Low set mouths~Thickened lips, especially the upper lip~Continuous dorsal fins~Foreheads slope more steeply than groupers~Relatively shy~Sweetlips are common food fish, and targeted by the artisanal fishery"
Orangestriped Triggerfish,Fish,Indicator,14,Can grow to 30cm~Can be found from 2-50m~Related to high abundances of the sea urchin~Two-part dorsal fins~Eyes set high on the head~Orange stripes on the body~Mature females lose most of the orange stripes on the snout
Giant Clam,Invertebrate,Indicator,14,"Very large, heavy shell with curved aperture~Clam will retreat into its shell when wafted"
Short Spine Urchin,Invertebrate,Indicator,14,Diadema are typically present in large numbers on reefs and are particularly important in controlling algae growth.
Peacock Mantis Shrimp,Invertebrate,Expert,14,"Dark greyish-green with reddish-orange pereopods and uropods~The claws have an inflate terminal segment, an adaptation to crush prey with a strong blow~Fast moving and common in eulittoral rock and coral areas~Feeds on shrimps, fishes, and worms~Burrow dweller, with the opening of these burrows occurring on sand bottoms"
Bigeye,FishFamily,NA,14,"Priacanthus: Nocturnal zooplankton feeders~Feed on large crabs, shrimps, small fishes~Deep, compressed bodies~Projecting lower jaws and large ventral fins~Shelter near reef by day ~Patterns can change rapidly (turn on blotched pattern by night)"
Damselfish,FishFamily,NA,14,"Pomacentridae: Small oval bodies / forked, lunate tails~Extremely energetic, common and territorial (aggressive)~Hides in reef or in schools~Anemonefish, chromis, sergeant, dascyllus~Planktivores or herbivores~Grazing herbivores"
Shark,FishFamily,NA,14,"Many different genera: requiem, nurse, bamboo, hammerheads~Sleek and powerful~Pointed snouts, 2 separate dorsal fins, forked tails~Top predator, sadly over-fished here~Only a few species are aggressive and most avoid any contact with humans at all"
Surgeonfish,FishFamily,NA,14,"Acanthuridae: Round, laterally compressed~Continuous dorsal/anal fin~Small pointed mouths~Spine at base of caudal tail (used for territorial disputes/protection)~Unicornfish, tangs, bristletooths~Loose aggregations, feed on algae, detritus, plankton "
Acanthastrea,Coral,NA,14,"Massive to encrusting with ceroid or subplocoid corallites.~The most common distinguishing feature is the tall septal teeth, giving the walls a sharp, bumpy appearance.~Thick fleshy walls.~Corallite shapes range from circular to large and elongated, often having different coloured walls and calices.~Tentacles are only extended at night."
Goniastrea,Coral,NA,14,"Massive or encrusting forming thick plates.~Corallites are cerioid to meandroid, with cerioid corallites generally quite small, 3.5mm - 10mm.~Commonly called honeycomb corals due to the angular shape of the colonies with cerioid corallites.~Well developed paliform crown visible underwater (Favities doesn''t have this).~Fine, neat septa."
Hydnophora,Coral,NA,14,"Colonies are massive, branching or encrusting to submassive.~Colonies are cerioid and almost uniquely, common walls intersect, thicken and form prominent conical mounds called monticules or hydnophores.~Tentacles will be extended from around the base of the monticules and the polyps in the pseudo valleys."
Leptoseris,Coral,NA,14,Colonies are laminar (unifacial) or encrusting.~Corallites are small shallow depressions.~Interconnected by fine septo-costae.
Mycedium,Coral,NA,14,Colonies are encrusting to laminar.~Lines formed by the costae radiating outward from the centre are distinct. ~Corallites are usually large (up to 15mm in diameter).~Corallites form a nose like shape which faces towards the exterior of the colony.
Platygyra,Coral,NA,14,"Colonies are massive, ranging from flat to large and dome-shaped.  ~Most species are meandroid with valleys of varying lengths.~Famously known as the large massive domes of ''brain coral'' due to the convoluted valleys of mature colonies.~Paliform lobes are usually not developed.~Tentacles are only extended at night."
Porites,Coral,NA,14,"Porites shows enormous variety within the genus, displaying encrusting, laminar-branching, simple branching, submassive and massive growth forms.~Corallites are extremely small (1-1.5mm) and cerioid.~Corallites are small, immersed and filled with septa and other structures.~At a distance, massive colonies can take on a smooth, velvety appearance."
Psammocora,Coral,NA,14,"Colonies are massive, submassive, laminar, or encrusting.~Calices are very small 1-2 mm in diameter.~Corallites are immersed, small and shallow, sometimes forming a valley.~Calice forms a distinctive black pit.~Septo-costae have granulated/serrated margins, which resolves any possible confusion with Pavona which have smooth (or at least only minutely ridged) septo-costae."
Algae - AG,Benthic,Indicator,15,"Algae can be green, red or brown in colour but for indicator survey you do not need to differentiate.~Turf algae is a fast growing algae frequently covering rock. For the survey you only record AG when your tape comes across turf algae if the algae is more than a few centimeters long.~Halimeda is a green algae that excretes a calcium carbonate ''skeleton'', which makes it difficult to digest by many herbivores and so serves as protection from many algae-eating organisms."
Ascidian - AS,Benthic,Indicator,15,"Solitary, social, and colonial ascidians exist. Solitary ascidians are often easier to recognize as they look like little bells. These solitary ascidians can occur in groups but their tissue is not joined (similar to the zoanthids).~Look for two holes: an inhalant and exhalant aperture."
